SKU_ID,Product_Name,Department,Category,Subcategory,Brand,Vendor_ID,Product_Cost,Original_Retail_Price,Current_Retail_Price,Margin_Percentage,Launch_Date,Season,Product_Status,Style,Colour,Size,Material,Price_Band,Demand_Index,Inventory_Bias
FUR0598,Arc Oak Collection,Furniture,Accent Furniture,Accent Furniture,Foundry Home,V007,87.92,191.81,191.81,0.5417,2024-05-02,Core,Active,Classic,Terracotta,Medium,Rattan,Best,0.6237,1.18
FUR0599,Cove Marble House,Furniture,Accent Furniture,Accent Furniture,Atelier Edit,V014,174.05,406.44,406.44,0.5718,2024-08-17,Core,Active,Minimal,Natural,One Size,Rattan,Best,0.2601,1.18
FUR0600,Arc Stone Form,Furniture,Accent Furniture,Accent Furniture,Northstar Collection,V005,174.99,323.11,323.11,0.4584,2023-10-19,Core,Active,Modern,Natural,One Size,Brass,Best,0.5756,1.18
FUR0601,Arc Marble Series,Furniture,Accent Furniture,Accent Furniture,Atelier Edit,V009,105.49,251.42,251.42,0.5804,2023-08-08,Core,Active,Classic,Sage,Large,Linen,Best,0.6105,1.18
FUR0602,Mira Linen Line,Furniture,Accent Furniture,Accent Furniture,Northstar Collection,V016,164.13,412.45,412.45,0.6021,2024-07-17,Core,Active,Organic,Natural,Medium,Glass,Best,0.5595,1.18
FUR0603,Avery Linen Form,Furniture,Accent Furniture,Accent Furniture,Atelier Edit,V005,120.06,276.78,276.78,0.5662,2023-08-29,Core,Active,Minimal,Terracotta,Large,Glass,Best,1.0492,1.18
FUR0604,Aster Cotton Atelier,Furniture,Accent Furniture,Accent Furniture,Northstar Collection,V013,152.96,407.51,407.51,0.6246,2024-07-20,Core,Active,Modern,Charcoal,One Size,Linen,Best,0.5158,1.18
FUR0605,Sable Glass Vessel,Furniture,Accent Furniture,Accent Furniture,Atelier Edit,V016,230.17,507.63,507.63,0.5466,2024-11-22,Core,Active,Organic,Oat,Large,Stone,Best,1.1974,1.18
FUR0606,Marlow Glass Studio,Furniture,Accent Furniture,Accent Furniture,Foundry Home,V003,94.99,187.29,187.29,0.4928,2024-07-04,Core,Active,Classic,Oat,Small,Ceramic,Best,0.5269,1.18
FUR0607,Harbour Stone Object,Furniture,Accent Furniture,Accent Furniture,Maison Reserve,V010,108.76,287.13,287.13,0.6212,2023-11-08,Core,Active,Modern,Champagne,Small,Oak,Best,0.4993,1.18
FUR0608,Cove Ceramic Series,Furniture,Accent Furniture,Accent Furniture,Northstar Collection,V001,189.9,434.75,434.75,0.5632,2024-01-16,Core,Active,Organic,Terracotta,One Size,Rattan,Best,0.3165,1.18
FUR0609,Harbour Cotton Object,Furniture,Accent Furniture,Accent Furniture,Northstar Collection,V004,160.22,374.11,374.11,0.5717,2023-11-24,Core,Active,Modern,Natural,Medium,Linen,Best,0.7685,1.18
FUR0610,Aster Stone House,Furniture,Accent Furniture,Accent Furniture,Northstar Collection,V015,223.91,481.56,481.56,0.535,2023-08-08,Core,Active,Modern,Sage,One Size,Linen,Best,0.9773,1.18
FUR0611,Ridge Glass Atelier,Furniture,Accent Furniture,Accent Furniture,Maison Reserve,V019,111.15,257.04,257.04,0.5676,2024-03-18,Core,Active,Classic,Natural,Medium,Stone,Best,1.0144,1.18
FUR0612,Sable Cotton Object,Furniture,Accent Furniture,Accent Furniture,Atelier Edit,V006,121.82,247.33,247.33,0.5075,2023-09-18,Core,Active,Modern,Sand,One Size,Wool,Best,1.2474,1.18
FUR0613,Avery Cotton Collection,Furniture,Accent Furniture,Accent Furniture,Atelier Edit,V012,195.77,428.94,428.94,0.5436,2023-07-14,Core,Active,Classic,Natural,Large,Stone,Best,0.5895,1.18
FUR0614,Arc Glass House,Furniture,Accent Furniture,Accent Furniture,Atelier Edit,V002,203.93,426.59,426.59,0.5219,2024-01-27,Core,Seasonal,Modern,Charcoal,One Size,Rattan,Best,0.7607,1.18
FUR0615,Arc Linen Collection,Furniture,Accent Furniture,Accent Furniture,Northstar Collection,V009,204.26,440.35,440.35,0.5361,2024-05-29,Core,Active,Modern,Espresso,Medium,Glass,Best,0.3251,1.18
FUR0616,Sable Ceramic Series,Furniture,Accent Furniture,Accent Furniture,Foundry Home,V013,52.06,119.04,119.04,0.5626,2024-07-11,Core,Active,Modern,Oat,One Size,Wool,Best,0.6931,1.18
FUR0617,Cove Brass Line,Furniture,Accent Furniture,Accent Furniture,Foundry Home,V002,77.53,216.49,216.49,0.6419,2024-05-01,Core,Active,Modern,Espresso,One Size,Rattan,Best,0.5097,1.18
FUR0618,Vale Oak Series,Furniture,Accent Furniture,Accent Furniture,Atelier Edit,V010,134.77,271.55,271.55,0.5037,2025-01-11,Core,Active,Classic,Charcoal,One Size,Rattan,Best,0.3866,1.18
FUR0619,Vale Marble Form,Furniture,Accent Furniture,Accent Furniture,Northstar Collection,V017,220.23,488.39,488.39,0.5491,2024-08-04,Core,Active,Organic,Terracotta,One Size,Wool,Best,0.9209,1.18
FUR0620,Aster Cotton Vessel,Furniture,Accent Furniture,Accent Furniture,Atelier Edit,V004,232.19,496.89,496.89,0.5327,2023-06-09,Core,Seasonal,Modern,Champagne,Large,Linen,Best,0.6661,1.18
FUR0621,Sable Brass Line,Furniture,Accent Furniture,Accent Furniture,Northstar Collection,V008,121.83,252.52,252.52,0.5175,2024-10-25,Core,Active,Modern,Sand,Medium,Rattan,Best,0.6163,1.18
FUR0622,Ridge Cotton Vessel,Furniture,Accent Furniture,Accent Furniture,Maison Reserve,V016,188.75,391.78,391.78,0.5182,2023-07-22,Core,Active,Organic,Natural,One Size,Ceramic,Best,0.3915,1.18
FUR0623,Avery Linen Object,Furniture,Accent Furniture,Accent Furniture,Northstar Collection,V002,108.66,245.62,245.62,0.5576,2024-06-04,Core,Active,Minimal,Natural,One Size,Ceramic,Best,0.765,1.18
FUR0624,Ridge Wool Vessel,Furniture,Accent Furniture,Accent Furniture,Northstar Collection,V009,234.4,460.6,460.6,0.4911,2024-12-19,Core,Active,Modern,Espresso,Medium,Linen,Best,0.7353,1.18
FUR0625,Sable Oak Line,Furniture,Accent Furniture,Accent Furniture,Foundry Home,V017,245.25,517.45,517.45,0.526,2024-09-01,Core,Active,Artisan,Terracotta,Small,Cotton,Best,0.4691,1.18
FUR0626,Noir Rattan Studio,Furniture,Accent Furniture,Accent Furniture,Atelier Edit,V005,74.15,149.27,149.27,0.5033,2023-06-29,Core,Active,Organic,Oat,Large,Cotton,Best,2.2106,1.18
FUR0627,Avery Wool Edit,Furniture,Accent Furniture,Accent Furniture,Maison Reserve,V011,176.44,352.32,352.32,0.4992,2025-01-11,Core,Active,Classic,Slate,Medium,Rattan,Best,0.4345,1.18
FUR0628,Sable Brass House,Furniture,Accent Furniture,Accent Furniture,Maison Reserve,V019,88.0,228.84,228.84,0.6154,2024-04-16,Core,Active,Organic,Terracotta,Large,Cotton,Best,0.4616,1.18
FUR0629,Cove Stone Edit,Furniture,Accent Furniture,Accent Furniture,Foundry Home,V005,264.08,489.11,489.11,0.4601,2024-08-31,Core,Active,Minimal,Ivory,Large,Oak,Best,0.5534,1.18
FUR0630,Vale Marble House,Furniture,Accent Furniture,Accent Furniture,Atelier Edit,V013,81.54,161.39,112.97,0.4948,2024-08-17,Core,Exit,Artisan,Champagne,One Size,Cotton,Best,0.6708,1.18
FUR0631,Mira Glass Collection,Furniture,Accent Furniture,Accent Furniture,Maison Reserve,V002,46.96,104.29,104.29,0.5498,2024-03-03,Core,Active,Artisan,Terracotta,Large,Cotton,Best,0.5034,1.18
FUR0632,Marlow Rattan Object,Furniture,Accent Furniture,Accent Furniture,Atelier Edit,V008,186.5,358.03,358.03,0.4791,2023-07-03,Core,Active,Artisan,Slate,One Size,Oak,Best,0.5544,1.18
FUR0633,Aster Oak House,Furniture,Accent Furniture,Accent Furniture,Atelier Edit,V015,169.88,404.78,404.78,0.5803,2024-08-19,Core,Active,Modern,Terracotta,Large,Oak,Best,1.1558,1.18
FUR0634,Mira Marble House,Furniture,Accent Furniture,Accent Furniture,Maison Reserve,V003,188.96,442.79,442.79,0.5733,2024-08-02,Core,Active,Classic,Terracotta,Large,Marble,Best,0.4698,1.18
FUR0635,Luna Cotton Vessel,Furniture,Accent Furniture,Accent Furniture,Northstar Collection,V009,242.18,541.39,541.39,0.5527,2023-05-30,Core,Active,Organic,Charcoal,Small,Wool,Best,0.6927,1.18
FUR0636,Sable Linen Collection,Furniture,Accent Furniture,Accent Furniture,Foundry Home,V015,224.19,506.02,506.02,0.557,2024-05-02,Core,Active,Minimal,Espresso,Small,Rattan,Best,0.8415,1.18
FUR0637,Arc Ceramic Atelier,Furniture,Accent Furniture,Accent Furniture,Atelier Edit,V004,165.18,366.74,366.74,0.5496,2024-04-23,Core,Active,Modern,Charcoal,Small,Rattan,Best,0.3792,1.18
FUR0638,Mira Linen Line,Furniture,Accent Furniture,Accent Furniture,Maison Reserve,V007,215.91,439.96,439.96,0.5093,2024-02-23,Core,Seasonal,Artisan,Ivory,Large,Brass,Best,0.5511,1.18
FUR0639,Sable Rattan Studio,Furniture,Accent Furniture,Accent Furniture,Foundry Home,V016,80.92,175.68,175.68,0.5394,2024-04-06,Core,Active,Artisan,Terracotta,One Size,Marble,Best,0.5893,1.18
FUR0640,Vale Linen Form,Furniture,Accent Furniture,Accent Furniture,Northstar Collection,V002,178.7,367.93,367.93,0.5143,2024-10-06,Core,Active,Classic,Charcoal,One Size,Linen,Best,0.4706,1.18
FUR0641,Harbour Marble Atelier,Furniture,Accent Furniture,Accent Furniture,Northstar Collection,V010,230.85,432.05,432.05,0.4657,2023-10-05,Core,Active,Classic,Sage,Small,Rattan,Best,0.5527,1.18
FUR0642,Luna Ceramic Edit,Furniture,Accent Furniture,Accent Furniture,Northstar Collection,V018,72.63,180.87,180.87,0.5984,2024-02-17,Core,Active,Modern,Terracotta,Small,Rattan,Best,0.6735,1.18
FUR0643,Cove Cotton Vessel,Furniture,Accent Furniture,Accent Furniture,Atelier Edit,V005,124.69,266.24,186.37,0.5316,2025-01-08,Core,Exit,Artisan,Terracotta,Large,Oak,Best,0.3741,1.18
FUR0644,Aster Ceramic Object,Furniture,Accent Furniture,Accent Furniture,Northstar Collection,V012,124.34,277.67,194.37,0.5522,2023-05-24,Core,Exit,Artisan,Slate,Medium,Oak,Best,0.9108,1.18
FUR0645,Harbour Oak Edit,Furniture,Accent Furniture,Accent Furniture,Atelier Edit,V016,45.61,100.76,100.76,0.5473,2023-12-02,Core,Active,Artisan,Slate,Large,Glass,Best,0.3742,1.18
FUR0646,Mira Linen Form,Furniture,Accent Furniture,Accent Furniture,Northstar Collection,V007,80.26,156.11,156.11,0.4858,2024-03-18,Core,Active,Modern,Ivory,Large,Linen,Best,0.2845,1.18
FUR0647,Vale Rattan Line,Furniture,Accent Furniture,Accent Furniture,Maison Reserve,V012,72.86,190.72,190.72,0.618,2024-08-04,Core,Active,Organic,Slate,One Size,Marble,Best,0.8499,1.18
FUR0648,Mira Oak Collection,Furniture,Accent Furniture,Accent Furniture,Northstar Collection,V001,103.18,257.23,257.23,0.5989,2023-05-31,Core,Active,Classic,Sand,Medium,Linen,Best,0.7903,1.18
FUR0649,Sable Rattan Line,Furniture,Accent Furniture,Accent Furniture,Atelier Edit,V006,132.98,312.14,312.14,0.574,2025-01-09,Core,Active,Organic,Champagne,Medium,Cotton,Best,0.6454,1.18
FUR0650,Marlow Oak Atelier,Furniture,Accent Furniture,Accent Furniture,Atelier Edit,V015,86.14,204.26,204.26,0.5783,2024-07-16,Core,Active,Artisan,Ivory,Large,Rattan,Best,0.5192,1.18
FUR0651,Cove Glass Form,Furniture,Accent Furniture,Accent Furniture,Northstar Collection,V019,189.57,415.54,415.54,0.5438,2023-11-16,Core,Active,Modern,Espresso,Small,Cotton,Best,0.6447,1.18
FUR0652,Noir Brass Line,Furniture,Accent Furniture,Accent Furniture,Northstar Collection,V008,124.87,258.53,258.53,0.517,2024-04-14,Core,Active,Modern,Champagne,Medium,Marble,Best,0.4509,1.18
FUR0653,Cove Linen Line,Furniture,Accent Furniture,Accent Furniture,Maison Reserve,V014,56.67,117.54,117.54,0.5178,2024-07-08,Core,Active,Artisan,Sage,Medium,Linen,Best,0.7664,1.18
FUR0654,Avery Rattan Edit,Furniture,Accent Furniture,Accent Furniture,Maison Reserve,V001,96.85,204.1,204.1,0.5255,2025-01-07,Core,Active,Modern,Charcoal,Medium,Glass,Best,0.8265,1.18
FUR0655,Ridge Rattan Form,Furniture,Accent Furniture,Accent Furniture,Northstar Collection,V008,104.15,217.31,217.31,0.5207,2024-01-22,Core,Active,Organic,Ivory,One Size,Marble,Best,0.474,1.18
FUR0656,Noir Rattan Atelier,Furniture,Accent Furniture,Accent Furniture,Atelier Edit,V014,116.77,276.61,193.63,0.5778,2023-12-01,Core,Exit,Artisan,Champagne,One Size,Stone,Best,1.0248,1.18
FUR0657,Sable Marble Line,Furniture,Accent Furniture,Accent Furniture,Maison Reserve,V003,193.32,411.06,411.06,0.5297,2023-09-10,Core,Active,Classic,Sand,Large,Marble,Best,0.6491,1.18
FUR0658,Aster Linen Edit,Furniture,Accent Furniture,Accent Furniture,Foundry Home,V009,118.23,245.9,245.9,0.5192,2024-06-17,Core,Active,Minimal,Terracotta,Small,Cotton,Best,1.3114,1.18
FUR0659,Vale Wool Vessel,Furniture,Accent Furniture,Accent Furniture,Maison Reserve,V015,162.3,329.04,329.04,0.5068,2023-09-07,Core,Active,Minimal,Espresso,Medium,Rattan,Best,1.0141,1.18
FUR0660,Ridge Oak Studio,Furniture,Accent Furniture,Accent Furniture,Maison Reserve,V004,133.37,357.45,357.45,0.6269,2024-03-14,Core,Active,Minimal,Sage,Medium,Rattan,Best,0.5526,1.18
FUR0661,Arc Stone Edit,Furniture,Accent Furniture,Accent Furniture,Foundry Home,V008,131.4,303.06,303.06,0.5664,2024-01-06,Core,Active,Classic,Ivory,Large,Wool,Best,1.4593,1.18
FUR0662,Noir Wool Line,Furniture,Accent Furniture,Accent Furniture,Atelier Edit,V016,211.78,413.38,413.38,0.4877,2023-11-08,Core,Active,Modern,Ivory,Medium,Wool,Best,0.4992,1.18
FUR0663,Aster Rattan Atelier,Furniture,Accent Furniture,Accent Furniture,Atelier Edit,V005,109.77,212.81,212.81,0.4842,2024-06-07,Core,Active,Minimal,Espresso,One Size,Glass,Best,0.7309,1.18
FUR0664,Vale Stone Form,Furniture,Accent Furniture,Accent Furniture,Northstar Collection,V012,137.11,251.94,251.94,0.4558,2024-12-26,Core,Active,Minimal,Natural,Large,Oak,Best,0.538,1.18
FUR0665,Arc Ceramic Studio,Furniture,Accent Furniture,Accent Furniture,Maison Reserve,V017,72.58,182.87,182.87,0.6031,2024-07-15,Core,Active,Modern,Charcoal,Large,Ceramic,Best,0.504,1.18
FUR0666,Avery Brass Vessel,Furniture,Accent Furniture,Accent Furniture,Atelier Edit,V005,212.33,483.08,483.08,0.5605,2024-04-10,Core,Active,Modern,Slate,Large,Wool,Best,0.6602,1.18
FUR0667,Noir Oak Atelier,Furniture,Accent Furniture,Accent Furniture,Atelier Edit,V014,145.23,321.11,321.11,0.5477,2024-11-13,Core,Active,Artisan,Charcoal,Small,Brass,Best,0.6722,1.18
FUR0668,Harbour Stone Edit,Furniture,Accent Furniture,Accent Furniture,Northstar Collection,V017,151.44,308.02,308.02,0.5083,2023-12-27,Core,Active,Minimal,Sage,Large,Glass,Best,0.4278,1.18
FUR0669,Arc Rattan Object,Furniture,Accent Furniture,Accent Furniture,Maison Reserve,V005,54.21,100.82,100.82,0.4623,2024-11-13,Core,Active,Artisan,Terracotta,Medium,Marble,Best,0.4177,1.18
FUR0670,Harbour Cotton House,Furniture,Accent Furniture,Accent Furniture,Foundry Home,V013,183.97,462.37,462.37,0.6021,2023-08-21,Core,Active,Organic,Slate,Small,Wool,Best,0.3116,1.18
FUR0671,Arc Oak Collection,Furniture,Accent Furniture,Accent Furniture,Atelier Edit,V018,161.56,290.04,290.04,0.443,2023-10-05,Core,Active,Classic,Slate,One Size,Marble,Best,0.4913,1.18
FUR0672,Arc Linen Studio,Furniture,Accent Furniture,Accent Furniture,Maison Reserve,V005,151.02,342.15,342.15,0.5586,2024-10-08,Core,Active,Classic,Espresso,Medium,Marble,Best,0.8148,1.18
FUR0673,Noir Ceramic Edit,Furniture,Accent Furniture,Accent Furniture,Foundry Home,V013,149.03,393.56,393.56,0.6213,2023-07-24,Core,Active,Classic,Slate,One Size,Glass,Best,0.739,1.18
FUR0674,Luna Ceramic Line,Furniture,Accent Furniture,Accent Furniture,Atelier Edit,V002,124.61,251.95,251.95,0.5054,2023-08-17,Core,Active,Organic,Terracotta,Medium,Ceramic,Best,0.6005,1.18
FUR0675,Ridge Glass Form,Furniture,Accent Furniture,Accent Furniture,Maison Reserve,V009,67.76,153.0,153.0,0.5571,2024-07-27,Core,Active,Minimal,Terracotta,Medium,Stone,Best,0.5643,1.18
SEA0676,Mira Marble Studio,Furniture,Seating,Seating,Foundry Home,V014,131.0,236.87,236.87,0.4469,2023-07-13,Core,Active,Classic,Champagne,Medium,Ceramic,Best,0.4819,1.12
SEA0677,Arc Brass Atelier,Furniture,Seating,Seating,Atelier Edit,V001,146.78,327.56,327.56,0.5519,2024-01-22,Core,Active,Modern,Espresso,Medium,Cotton,Best,0.3741,1.12
SEA0678,Noir Cotton Vessel,Furniture,Seating,Seating,Atelier Edit,V008,284.09,661.4,661.4,0.5705,2025-01-10,Core,Active,Organic,Champagne,Small,Glass,Best,0.6367,1.12
SEA0679,Noir Glass Object,Furniture,Seating,Seating,Maison Reserve,V018,108.37,237.79,237.79,0.5442,2024-03-06,Core,Seasonal,Modern,Sage,One Size,Cotton,Best,0.3861,1.12
SEA0680,Vale Marble Form,Furniture,Seating,Seating,Maison Reserve,V002,293.69,639.47,639.47,0.5407,2023-08-25,Core,Active,Minimal,Champagne,One Size,Rattan,Best,0.8906,1.12
SEA0681,Marlow Stone Line,Furniture,Seating,Seating,Atelier Edit,V009,175.22,488.85,488.85,0.6416,2023-12-07,Core,Active,Minimal,Champagne,Medium,Cotton,Best,0.6189,1.12
SEA0682,Cove Oak Edit,Furniture,Seating,Seating,Atelier Edit,V016,124.92,287.95,287.95,0.5662,2024-11-17,Core,Active,Minimal,Natural,Small,Oak,Best,0.7268,1.12
SEA0683,Arc Ceramic Object,Furniture,Seating,Seating,Atelier Edit,V003,279.53,592.43,592.43,0.5282,2024-07-04,Core,Active,Artisan,Espresso,Large,Oak,Best,0.6384,1.12
SEA0684,Vale Ceramic Atelier,Furniture,Seating,Seating,Maison Reserve,V013,117.75,226.63,226.63,0.4804,2023-12-16,Core,Active,Minimal,Ivory,Medium,Glass,Best,0.4379,1.12
SEA0685,Ridge Glass Atelier,Furniture,Seating,Seating,Atelier Edit,V016,214.18,536.78,536.78,0.601,2024-09-26,Core,Active,Organic,Sage,Medium,Stone,Best,0.3591,1.12
SEA0686,Vale Oak Studio,Furniture,Seating,Seating,Northstar Collection,V007,284.93,643.17,643.17,0.557,2024-07-04,Core,Seasonal,Organic,Sand,Large,Brass,Best,1.2114,1.12
SEA0687,Marlow Glass Line,Furniture,Seating,Seating,Atelier Edit,V012,130.87,253.04,253.04,0.4828,2024-08-16,Core,Active,Classic,Espresso,One Size,Stone,Best,0.1749,1.12
SEA0688,Arc Linen Vessel,Furniture,Seating,Seating,Foundry Home,V017,332.71,680.2,680.2,0.5109,2023-08-09,Core,Seasonal,Minimal,Espresso,Small,Oak,Best,0.514,1.12
SEA0689,Cove Ceramic Series,Furniture,Seating,Seating,Foundry Home,V004,237.9,475.41,475.41,0.4996,2024-07-21,Core,Active,Minimal,Sand,One Size,Ceramic,Best,0.5848,1.12
SEA0690,Marlow Marble Atelier,Furniture,Seating,Seating,Atelier Edit,V015,106.53,232.59,162.81,0.542,2023-12-08,Core,Exit,Organic,Sage,Medium,Brass,Best,0.778,1.12
SEA0691,Vale Stone Atelier,Furniture,Seating,Seating,Foundry Home,V001,243.79,519.73,519.73,0.5309,2024-04-21,Core,Active,Classic,Terracotta,One Size,Linen,Best,0.7972,1.12
SEA0692,Arc Ceramic Series,Furniture,Seating,Seating,Foundry Home,V008,198.78,434.62,434.62,0.5426,2024-10-15,Core,Seasonal,Minimal,Oat,One Size,Wool,Best,0.6078,1.12
SEA0693,Aster Glass Object,Furniture,Seating,Seating,Foundry Home,V016,162.68,351.7,351.7,0.5375,2024-08-22,Core,Active,Minimal,Champagne,Medium,Brass,Best,0.3782,1.12
SEA0694,Harbour Stone Edit,Furniture,Seating,Seating,Foundry Home,V003,102.06,220.84,220.84,0.5379,2024-08-17,Core,Active,Classic,Terracotta,Medium,Glass,Best,0.9692,1.12
SEA0695,Harbour Marble Vessel,Furniture,Seating,Seating,Atelier Edit,V008,373.1,753.97,753.97,0.5052,2023-10-31,Core,Active,Classic,Terracotta,One Size,Wool,Best,0.568,1.12
SEA0696,Marlow Oak Studio,Furniture,Seating,Seating,Maison Reserve,V017,246.54,507.3,507.3,0.514,2023-05-31,Core,Active,Minimal,Oat,Small,Linen,Best,1.4227,1.12
SEA0697,Sable Oak Series,Furniture,Seating,Seating,Foundry Home,V003,266.45,646.78,646.78,0.588,2024-01-19,Core,Active,Modern,Charcoal,Medium,Stone,Best,1.0125,1.12
SEA0698,Marlow Wool Atelier,Furniture,Seating,Seating,Maison Reserve,V011,330.37,679.74,475.82,0.514,2024-10-17,Core,Exit,Organic,Sage,Large,Cotton,Best,1.0748,1.12
SEA0699,Avery Brass Atelier,Furniture,Seating,Seating,Northstar Collection,V018,268.9,591.02,591.02,0.545,2024-12-07,Core,Active,Artisan,Slate,One Size,Oak,Best,0.6625,1.12
SEA0700,Mira Rattan Object,Furniture,Seating,Seating,Northstar Collection,V001,152.87,369.53,369.53,0.5863,2024-05-03,Core,Active,Organic,Natural,Medium,Marble,Best,0.5031,1.12
SEA0701,Marlow Ceramic Series,Furniture,Seating,Seating,Atelier Edit,V010,109.27,239.33,239.33,0.5434,2023-09-30,Core,Active,Classic,Charcoal,Small,Ceramic,Best,0.7461,1.12
SEA0702,Luna Stone Vessel,Furniture,Seating,Seating,Maison Reserve,V017,70.8,148.44,148.44,0.5231,2024-02-21,Core,Active,Organic,Espresso,Small,Rattan,Best,0.7585,1.12
SEA0703,Harbour Rattan Line,Furniture,Seating,Seating,Northstar Collection,V005,189.44,366.06,366.06,0.4825,2024-06-29,Core,Active,Artisan,Champagne,Large,Cotton,Best,0.227,1.12
SEA0704,Avery Stone Vessel,Furniture,Seating,Seating,Atelier Edit,V011,387.31,692.37,692.37,0.4406,2024-03-18,Core,Seasonal,Classic,Sage,Large,Glass,Best,0.6514,1.12
SEA0705,Avery Brass Edit,Furniture,Seating,Seating,Maison Reserve,V020,79.72,169.35,169.35,0.5293,2023-07-27,Core,Active,Artisan,Natural,One Size,Wool,Best,0.7613,1.12
SEA0706,Aster Linen Line,Furniture,Seating,Seating,Maison Reserve,V006,105.61,183.28,183.28,0.4238,2023-09-01,Core,Seasonal,Modern,Oat,Medium,Linen,Best,0.9379,1.12
SEA0707,Aster Rattan Series,Furniture,Seating,Seating,Northstar Collection,V012,247.63,452.74,452.74,0.453,2024-08-17,Core,Active,Classic,Espresso,One Size,Rattan,Best,1.0961,1.12
SEA0708,Sable Linen Line,Furniture,Seating,Seating,Maison Reserve,V001,105.58,260.89,260.89,0.5953,2024-12-28,Core,Active,Organic,Sand,Large,Linen,Best,0.4367,1.12
SEA0709,Luna Brass Object,Furniture,Seating,Seating,Foundry Home,V006,277.8,606.33,606.33,0.5418,2024-08-22,Core,Active,Modern,Espresso,Medium,Wool,Best,0.5472,1.12
SEA0710,Marlow Oak Collection,Furniture,Seating,Seating,Maison Reserve,V014,120.8,276.32,276.32,0.5628,2024-12-29,Core,Active,Artisan,Slate,One Size,Glass,Best,0.7554,1.12
SEA0711,Arc Stone House,Furniture,Seating,Seating,Foundry Home,V002,170.67,337.72,337.72,0.4946,2023-09-06,Core,Active,Organic,Slate,Large,Oak,Best,0.2689,1.12
SEA0712,Ridge Cotton Atelier,Furniture,Seating,Seating,Foundry Home,V008,137.48,316.46,316.46,0.5656,2024-05-13,Core,Active,Minimal,Sage,Small,Cotton,Best,0.3789,1.12
SEA0713,Vale Linen House,Furniture,Seating,Seating,Northstar Collection,V016,417.71,817.61,817.61,0.4891,2024-03-18,Core,Active,Organic,Sage,One Size,Brass,Best,1.178,1.12
SEA0714,Harbour Glass House,Furniture,Seating,Seating,Maison Reserve,V001,152.57,356.25,356.25,0.5717,2023-06-14,Core,Active,Classic,Slate,Medium,Cotton,Best,0.5297,1.12
SEA0715,Harbour Linen Vessel,Furniture,Seating,Seating,Maison Reserve,V009,96.37,204.09,204.09,0.5278,2025-01-12,Core,Active,Minimal,Terracotta,Small,Oak,Best,0.546,1.12
SEA0716,Ridge Rattan Edit,Furniture,Seating,Seating,Foundry Home,V014,105.71,218.03,218.03,0.5152,2023-12-01,Core,Active,Classic,Sand,Large,Brass,Best,0.5144,1.12
SEA0717,Vale Marble House,Furniture,Seating,Seating,Maison Reserve,V001,312.49,706.4,706.4,0.5576,2024-11-16,Core,Active,Minimal,Sage,One Size,Glass,Best,0.6879,1.12
SEA0718,Noir Marble Atelier,Furniture,Seating,Seating,Maison Reserve,V010,334.29,669.9,669.9,0.501,2024-10-18,Core,Active,Organic,Terracotta,Medium,Oak,Best,0.4173,1.12
SEA0719,Aster Wool Series,Furniture,Seating,Seating,Northstar Collection,V015,134.84,265.46,265.46,0.492,2024-07-29,Core,Active,Artisan,Natural,Medium,Oak,Best,0.6642,1.12
SEA0720,Harbour Glass Collection,Furniture,Seating,Seating,Maison Reserve,V001,267.21,598.98,419.29,0.5539,2024-02-27,Core,Exit,Modern,Charcoal,Small,Linen,Best,0.5387,1.12
SEA0721,Avery Stone Series,Furniture,Seating,Seating,Maison Reserve,V011,331.2,614.9,430.43,0.4614,2025-01-04,Core,Exit,Organic,Espresso,Medium,Marble,Best,0.4246,1.12
SEA0722,Cove Linen Atelier,Furniture,Seating,Seating,Northstar Collection,V019,309.58,755.11,755.11,0.59,2024-07-27,Core,Active,Artisan,Oat,Medium,Wool,Best,0.5022,1.12
SEA0723,Aster Brass Collection,Furniture,Seating,Seating,Atelier Edit,V003,106.48,276.56,276.56,0.615,2024-01-28,Core,Active,Modern,Slate,Medium,Marble,Best,0.9123,1.12
SEA0724,Luna Rattan Studio,Furniture,Seating,Seating,Foundry Home,V009,124.37,285.88,285.88,0.565,2024-01-27,Core,Active,Classic,Terracotta,Medium,Oak,Best,0.5145,1.12
SEA0725,Ridge Brass Object,Furniture,Seating,Seating,Foundry Home,V019,117.35,316.07,316.07,0.6287,2024-11-18,Core,Active,Minimal,Terracotta,Small,Glass,Best,0.6915,1.12
SEA0726,Sable Linen Edit,Furniture,Seating,Seating,Foundry Home,V006,85.42,195.4,195.4,0.5628,2023-08-07,Core,Active,Minimal,Terracotta,Small,Wool,Best,0.5579,1.12
SEA0727,Ridge Marble Object,Furniture,Seating,Seating,Foundry Home,V014,242.33,519.61,519.61,0.5336,2023-11-21,Core,Active,Organic,Natural,Large,Brass,Best,0.6526,1.12
SEA0728,Avery Marble House,Furniture,Seating,Seating,Atelier Edit,V018,304.71,736.78,736.78,0.5864,2024-09-14,Core,Active,Classic,Oat,Small,Rattan,Best,0.4502,1.12
SEA0729,Aster Stone Edit,Furniture,Seating,Seating,Foundry Home,V005,225.21,508.35,508.35,0.557,2024-09-07,Core,Active,Organic,Oat,Small,Rattan,Best,1.2529,1.12
SEA0730,Harbour Ceramic Object,Furniture,Seating,Seating,Northstar Collection,V012,115.85,294.45,294.45,0.6066,2023-06-15,Core,Active,Minimal,Slate,Large,Glass,Best,0.7965,1.12
